session_id,window_id,timestamp_trigger,timestamp_order_sent,timestamp_confirmed,side,strike_price,hl_price_at_trigger,gap_value,gap_threshold_used,atr_regime,cvd_60s,cvd_threshold_used,cvd_threshold_pct,velocity,entry_odds,odds_in_sweet_spot,spread_pct,expected_odds,mispricing_delta,slippage_delta,slippage_threshold_used,blockchain_latency_ms,shares_bought,cost_usdc,result,resolution_price,payout_usdc,pnl_usdc,claim_method,claim_timestamp,mode,bot_version
SES-1776805059,btc-updown-5m-1776822600,2026-04-22 01:51:28.923461+00:00,2026-04-22 01:51:28.923494+00:00,2026-04-22 01:51:28.923504+00:00,DOWN,0.0,76250.0,-53.83999999999651,15.0,NORM,-475817.8002899779,57570.14685250318,0.0,-0.5,0.0,True,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776822900,2026-04-22 01:56:00.385777+00:00,2026-04-22 01:56:00.385825+00:00,2026-04-22 01:56:00.385831+00:00,DOWN,0.32,76232.5,-36.16099999999278,15.0,NORM,-67036.70749998007,8240.622889003065,0.0,0.5,0.32,True,0.0,0.32,0.0,0.0,0.0,0,2.0,0.64,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776822900,2026-04-22 01:56:01.592593+00:00,2026-04-22 01:56:01.592618+00:00,2026-04-22 01:56:01.592628+00:00,UP,0.3,76235.5,-33.16099999999278,15.0,NORM,-67036.29299998007,8240.643614003066,0.0,-0.5,0.3,True,0.0,0.3,0.0,0.0,0.0,0,2.0,0.6,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776823200,2026-04-22 02:01:00.042608+00:00,2026-04-22 02:01:00.042663+00:00,2026-04-22 02:01:00.042670+00:00,UP,0.01,76272.0,-51.09788610000396,15.0,NORM,-42881.39743998012,14202.34246000306,0.0,-0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776823500,2026-04-22 02:06:00.368253+00:00,2026-04-22 02:06:00.368350+00:00,2026-04-22 02:06:00.368365+00:00,UP,0.4,76233.5,-48.338000000003376,15.0,NORM,-77652.38708999261,10099.76819850304,0.0,0.0,0.4,True,0.0,0.4,0.0,0.0,0.0,0,2.0,0.8,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776823500,2026-04-22 02:06:10.008079+00:00,2026-04-22 02:06:10.008097+00:00,2026-04-22 02:06:10.008103+00:00,DOWN,0.4,76244.5,-37.338000000003376,15.0,NORM,-40849.502539992594,8210.695589003042,0.0,-0.5,0.4,True,0.0,0.4,0.0,0.0,0.0,0,2.0,0.8,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776823800,2026-04-22 02:11:00.084928+00:00,2026-04-22 02:11:00.085006+00:00,2026-04-22 02:11:00.085015+00:00,UP,0.01,76525.0,47.20987000000605,15.0,NORM,8005535.209469977,591652.395398502,0.0,0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776823800,2026-04-22 02:11:02.495493+00:00,2026-04-22 02:11:02.495516+00:00,2026-04-22 02:11:02.495522+00:00,DOWN,0.01,76540.0,62.20987000000605,15.0,NORM,7966276.370589974,605228.3008225019,0.0,15.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776824100,2026-04-22 02:16:00.385227+00:00,2026-04-22 02:16:00.385279+00:00,2026-04-22 02:16:00.385287+00:00,DOWN,0.24,76771.0,-54.320000000006985,15.0,NORM,-44144.20380997786,304515.3891195015,0.0,0.0,0.24,True,0.0,0.24,0.0,0.0,0.0,0,2.0,0.48,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776824100,2026-04-22 02:16:00.987648+00:00,2026-04-22 02:16:00.987665+00:00,2026-04-22 02:16:00.987669+00:00,UP,0.22,76770.5,-54.820000000006985,15.0,NORM,-44142.96119997786,304515.4512500016,0.0,2.0,0.22,True,0.0,0.22,0.0,0.0,0.0,0,2.0,0.44,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776824400,2026-04-22 02:21:00.033532+00:00,2026-04-22 02:21:00.033596+00:00,2026-04-22 02:21:00.033604+00:00,UP,0.001,76889.5,-78.05000000000291,10.0,HIGH,-1328610.249569819,142247.2027625165,0.0,-18.5,0.001,True,0.0,0.001,0.0,0.0,0.0,0,2.0,0.002,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776824700,2026-04-22 02:26:00.299176+00:00,2026-04-22 02:26:00.299277+00:00,2026-04-22 02:26:00.299298+00:00,UP,0.23,77047.5,-77.49899999999616,10.0,HIGH,881509.1348901781,62844.15035551662,0.0,0.0,0.23,True,0.0,0.23,0.0,0.0,0.0,0,2.0,0.46,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776824700,2026-04-22 02:26:02.728505+00:00,2026-04-22 02:26:02.728543+00:00,2026-04-22 02:26:02.728585+00:00,DOWN,0.21,77061.0,-63.99899999999616,10.0,HIGH,897010.7191701779,63680.83827951663,0.0,0.0,0.21,True,0.0,0.21,0.0,0.0,0.0,0,2.0,0.42,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776825000,2026-04-22 02:31:00.520854+00:00,2026-04-22 02:31:00.520951+00:00,2026-04-22 02:31:00.520960+00:00,UP,0.001,77214.0,-126.35980999999448,10.0,HIGH,-3027073.698949834,911039.6071965138,0.0,-0.5,0.001,True,0.0,0.001,0.0,0.0,0.0,0,2.0,0.002,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776825000,2026-04-22 02:32:27.303436+00:00,2026-04-22 02:32:27.303474+00:00,2026-04-22 02:32:27.303485+00:00,DOWN,0.001,77064.5,-58.75,10.0,HIGH,-3065271.966279814,296530.1367400146,0.0,1.5,0.001,True,0.0,0.001,0.0,0.0,0.0,0,2.0,0.002,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776825300,2026-04-22 02:36:00.185973+00:00,2026-04-22 02:36:00.186044+00:00,2026-04-22 02:36:00.186052+00:00,DOWN,0.3,77152.0,-48.02733549999539,10.0,HIGH,1656192.6284601914,115852.92931001484,0.0,-0.5,0.3,True,0.0,0.3,0.0,0.0,0.0,0,2.0,0.6,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776825300,2026-04-22 02:36:00.788492+00:00,2026-04-22 02:36:00.788511+00:00,2026-04-22 02:36:00.788517+00:00,UP,0.3,77152.5,-47.52733549999539,10.0,HIGH,1688522.1857401915,114230.89988601486,0.0,0.0,0.3,True,0.0,0.3,0.0,0.0,0.0,0,2.0,0.6,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776825600,2026-04-22 02:41:00.464671+00:00,2026-04-22 02:41:00.464825+00:00,2026-04-22 02:41:00.464845+00:00,UP,0.01,77113.0,-59.9600000000064,10.0,HIGH,2894280.948140189,164120.09087701497,0.0,0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776825600,2026-04-22 02:41:02.875122+00:00,2026-04-22 02:41:02.875147+00:00,2026-04-22 02:41:02.875152+00:00,DOWN,0.01,77122.0,-50.9600000000064,10.0,HIGH,2895724.37366019,163968.89315501502,0.0,7.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776825900,2026-04-22 02:46:00.181706+00:00,2026-04-22 02:46:00.181763+00:00,2026-04-22 02:46:00.181768+00:00,DOWN,0.4,77172.5,-67.88000000000466,10.0,HIGH,-2451009.584419811,137851.39409301532,0.0,-0.5,0.4,True,0.0,0.4,0.0,0.0,0.0,0,2.0,0.8,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776825900,2026-04-22 02:46:00.784195+00:00,2026-04-22 02:46:00.784224+00:00,2026-04-22 02:46:00.784232+00:00,UP,0.37,77172.5,-67.88000000000466,10.0,HIGH,-2450747.873029812,137838.30852351533,0.0,0.0,0.37,True,0.0,0.37,0.0,0.0,0.0,0,2.0,0.74,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776826200,2026-04-22 02:51:00.358583+00:00,2026-04-22 02:51:00.358658+00:00,2026-04-22 02:51:00.358682+00:00,UP,0.01,77190.5,-59.5,10.0,HIGH,1596671.91959019,102719.03167851514,0.0,0.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776826500,2026-04-22 02:56:00.702932+00:00,2026-04-22 02:56:00.702984+00:00,2026-04-22 02:56:00.702991+00:00,UP,0.22,77386.5,-89.27902164999978,10.0,HIGH,210393.1307301788,111175.98482151463,0.0,-3.0,0.22,True,0.0,0.22,0.0,0.0,0.0,0,2.0,0.44,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776826500,2026-04-22 02:56:02.509468+00:00,2026-04-22 02:56:02.509496+00:00,2026-04-22 02:56:02.509504+00:00,DOWN,0.22,77386.0,-89.77902164999978,10.0,HIGH,233953.1092701788,110311.73106751466,0.0,0.0,0.22,True,0.0,0.22,0.0,0.0,0.0,0,2.0,0.44,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776826800,2026-04-22 03:01:00.309653+00:00,2026-04-22 03:01:00.309720+00:00,2026-04-22 03:01:00.309735+00:00,UP,0.01,77491.5,-26.31850999999733,10.0,HIGH,-3037295.207779853,570873.0444970144,0.0,1.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776826800,2026-04-22 03:01:04.526266+00:00,2026-04-22 03:01:04.526300+00:00,2026-04-22 03:01:04.526314+00:00,DOWN,0.0,77478.5,-39.31850999999733,10.0,HIGH,-4303215.515359853,606032.2545810144,0.0,0.5,0.0,True,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
