timestamp,event_type,window_id,trigger,mode,details,gate_failed,state_snapshot_json
2026-04-19 15:08:54.110,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.111,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.113,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.114,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.116,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.117,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.119,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.120,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.121,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.124,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.125,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.126,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.128,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.129,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.130,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.131,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.132,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.134,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.135,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.136,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.139,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.140,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.141,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.142,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.143,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.145,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.146,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.147,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.148,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.149,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.150,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.152,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.169,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.179,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.181,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.182,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.183,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.186,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:08:54.187,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:10:37.731,WS_HEARTBEAT_TIMEOUT,btc-updown-5m-1776611100,polymarket,,No pong received within 3 seconds,,{}
2026-04-19 15:10:37.840,WS_HEARTBEAT_TIMEOUT,,hyperliquid,,No pong received within 3 seconds,,{}
2026-04-19 15:10:42.754,WS_RECONNECT,btc-updown-5m-1776611100,polymarket,,"Reconnecting attempt 1/5, delay 1s",,{}
2026-04-19 15:10:42.851,WS_RECONNECT,,hyperliquid,,"Reconnecting attempt 1/5, delay 1s",,{}
2026-04-19 15:10:45.027,CHAINLINK_STALE,,chainlink,,RPC timeout attempt 1/3,,{}
2026-04-19 15:10:52.221,WS_RECONNECT,,hyperliquid,,connected,,{}
2026-04-19 15:10:52.275,WS_RECONNECT,btc-updown-5m-1776611100,polymarket,,connected,,{}
2026-04-19 15:11:08.395,WS_HEARTBEAT_TIMEOUT,,hyperliquid,,No pong received within 3 seconds,,{}
2026-04-19 15:11:09.144,WS_HEARTBEAT_TIMEOUT,btc-updown-5m-1776611100,polymarket,,No pong received within 3 seconds,,{}
2026-04-19 15:11:13.413,WS_RECONNECT,,hyperliquid,,"Reconnecting attempt 1/5, delay 1s",,{}
2026-04-19 15:11:14.162,WS_RECONNECT,btc-updown-5m-1776611100,polymarket,,"Reconnecting attempt 1/5, delay 1s",,{}
2026-04-19 15:11:24.491,WS_RECONNECT,,hyperliquid,,"Reconnecting attempt 2/5, delay 2s",,{}
2026-04-19 15:11:25.181,WS_RECONNECT,btc-updown-5m-1776611100,polymarket,,"Reconnecting attempt 2/5, delay 2s",,{}
2026-04-19 15:11:36.519,WS_RECONNECT,,hyperliquid,,"Reconnecting attempt 3/5, delay 4s",,{}
2026-04-19 15:11:37.195,WS_RECONNECT,btc-updown-5m-1776611100,polymarket,,"Reconnecting attempt 3/5, delay 4s",,{}
2026-04-19 15:11:38.076,CHAINLINK_STALE,,chainlink,,RPC timeout attempt 1/3,,{}
2026-04-19 15:11:44.785,WS_RECONNECT,,hyperliquid,,connected,,{}
2026-04-19 15:11:45.004,WS_RECONNECT,btc-updown-5m-1776611100,polymarket,,connected,,{}
2026-04-19 15:11:57.116,WS_HEARTBEAT_TIMEOUT,,hyperliquid,,No pong received within 3 seconds,,{}
2026-04-19 15:11:57.791,WS_HEARTBEAT_TIMEOUT,btc-updown-5m-1776611100,polymarket,,No pong received within 3 seconds,,{}
2026-04-19 15:12:02.123,WS_RECONNECT,,hyperliquid,,"Reconnecting attempt 1/5, delay 1s",,{}
2026-04-19 15:12:02.796,WS_RECONNECT,btc-updown-5m-1776611100,polymarket,,"Reconnecting attempt 1/5, delay 1s",,{}
2026-04-19 15:12:03.548,WS_RECONNECT,,hyperliquid,,connected,,{}
2026-04-19 15:12:04.038,CHAINLINK_STALE,,chainlink,,RPC timeout attempt 1/3,,{}
2026-04-19 15:12:04.465,WS_RECONNECT,btc-updown-5m-1776611100,polymarket,,connected,,{}
2026-04-19 15:12:19.007,WS_HEARTBEAT_TIMEOUT,,hyperliquid,,No pong received within 3 seconds,,{}
2026-04-19 15:12:22.122,WS_RECONNECT,,hyperliquid,,"Reconnecting attempt 1/5, delay 1s",,{}
2026-04-19 15:12:28.233,WS_HEARTBEAT_TIMEOUT,btc-updown-5m-1776611100,polymarket,,No pong received within 3 seconds,,{}
2026-04-19 15:12:32.503,WS_RECONNECT,,hyperliquid,,connected,,{}
2026-04-19 15:12:32.506,WS_RECONNECT,btc-updown-5m-1776611100,polymarket,,connected,,{}
2026-04-19 15:12:54.863,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.868,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.870,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.872,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.874,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.876,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.878,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.882,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.884,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.887,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.889,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.891,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.893,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.894,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.897,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.899,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.900,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.903,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.905,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.907,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.908,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.910,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.912,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.913,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.915,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.916,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.917,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.919,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.921,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.923,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.924,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.925,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.928,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.929,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.931,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.932,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.934,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.935,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.936,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.938,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.940,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.941,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.943,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.944,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.946,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.947,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.948,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.949,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.951,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.952,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.954,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.956,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.959,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.960,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.962,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.963,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.964,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.965,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.967,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.968,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.969,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.971,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.974,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.976,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.977,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.978,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.979,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.981,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.982,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.983,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.985,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.986,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.988,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.991,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.992,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.993,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.995,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.996,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.997,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:54.998,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.000,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.001,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.002,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.004,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.007,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.008,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.009,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.011,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.012,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.013,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.014,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.016,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.017,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.018,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.020,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.023,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.024,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.025,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.027,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.028,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.029,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.031,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.032,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.033,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.034,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.038,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.040,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.041,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.042,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.044,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.045,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.047,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.048,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.049,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.050,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.051,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.055,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.056,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.057,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.058,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.060,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.061,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.062,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.063,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.064,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.066,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.067,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.070,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.071,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.073,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.074,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.075,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.076,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.078,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.079,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.080,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.081,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.084,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.085,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.087,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.088,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.089,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.091,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.092,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.093,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.094,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.096,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.097,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.099,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.100,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.101,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.103,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.104,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.105,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.107,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.108,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.109,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.110,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.112,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.113,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.139,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.140,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.141,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.143,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.144,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.145,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.146,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.148,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.149,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.150,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.152,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.153,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.155,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.156,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.157,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.159,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.164,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.165,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.167,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.168,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.170,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.171,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.173,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.174,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.176,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.179,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.180,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.181,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.183,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.184,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.185,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.187,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.188,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.190,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.194,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.195,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.197,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.198,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.200,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.201,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.203,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.204,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.206,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.210,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.211,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.212,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.214,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.215,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.217,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:55.218,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.410,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.411,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.413,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.414,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.417,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.418,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.421,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.423,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.425,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.427,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.428,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.430,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.431,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.432,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.433,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.435,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.436,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.438,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.439,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.440,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.443,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.444,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.446,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.447,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.449,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.450,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.452,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
2026-04-19 15:12:56.453,QUEUE_FULL,,hyperliquid,,Event dropped,,{}
